algo,env.reward_type,env.set_additional_goal,env,TimestepsSoFar,EpRewMean,loss_pol_entpen,EpThisIter,loss_vf_loss,EpisodesSoFar,loss_ent,ev_tdlam_before,loss_pol_surr,TimeElapsed,EpLenMean,loss_kl,success percentage,suc_percent,perf_flag,best_suc_percent
ppo,distance_lambda_10,angle,PlanarQuadEnv-v0,,,,,,,,,,,,,,,,
,,,,28669,-384.3186501926603,0.0,184,6900.856,3465,1.2114927,-0.0008391141891479492,-0.02826737,952.9003133773804,5.81,0.014302509,,,,
,,,,29695,-382.58225569415526,0.0,178,6563.906,3643,1.1769135,-0.0022194385528564453,-0.034758903,988.8683459758759,5.59,0.013825367,,,,
,,,,30716,-385.1013154398672,0.0,172,6195.2485,3815,1.1756039,-0.00032079219818115234,-0.028394287,1023.8277595043182,6.03,0.009399603,,,,
,,,,,,,,,,,,,,,,0.0010484927916120576,0.0010484927916120576,False,0.0013266998341625207
,,,,508,-377.7672059603496,,103,,103,,,,19.10348415374756,4.95,,0.0,,,
,,,,1021,-383.85008816317617,,86,,189,,,,36.50068783760071,5.8,,0.0,,,
,,,,1534,-382.99943776392325,,90,,279,,,,54.37451243400574,5.68,,0.0,,,
,,,,2047,-381.90665377148105,,92,,371,,,,72.58836817741394,5.52,,0.0,,,
,,,,2558,-382.33348920671807,,90,,461,,,,90.35827231407166,5.62,,0.0,,,
,,,,1023,-386.10233134334953,0.0,185,6512.628,185,1.1725466,3.7550926208496094e-06,-0.019117977,36.886985778808594,5.22,0.007575496,,,,
,,,,2045,-399.6509113252192,0.0,127,5723.782,312,1.1849385,-0.0008485317230224609,-0.026745776,64.53928089141846,8.16,0.010721692,,,,
,,,,3071,-381.14881948259665,0.0,181,4950.7295,493,1.1932468,-0.001839280128479004,-0.031822063,100.47230219841003,5.45,0.014404783,,,,
,,,,4095,-381.59205716117873,0.0,192,4513.7744,685,1.1978562,-0.0011055469512939453,-0.02981735,137.87276339530945,5.55,0.015174112,,,,
,,,,5118,-395.5423145219216,0.0,186,6634.2905,871,1.1876919,-4.398822784423828e-05,-0.01843348,174.08693766593933,5.59,0.009311005,,,,
,,,,6142,-380.61092472052945,0.0,192,3872.2383,1063,1.1707423,-0.0028247833251953125,-0.030930892,210.86616277694702,5.39,0.014138145,,,,
,,,,7165,-381.98301026979453,0.0,192,4088.3406,1255,1.1477419,-9.524822235107422e-05,-0.019964704,246.4337944984436,5.2,0.009082079,,,,
,,,,8188,-377.9291534182002,0.0,196,5420.718,1451,1.1405599,-0.00010418891906738281,-0.017939955,283.21807312965393,5.04,0.01290674,,,,
,,,,9212,-378.9723836398817,0.0,197,3250.5364,1648,1.1365119,-0.00044357776641845703,-0.020050101,319.8718454837799,5.22,0.009885865,,,,
,,,,10240,-386.9120234552601,0.0,167,3175.9417,1815,1.138301,-0.00011277198791503906,-0.021904131,351.26380228996277,6.38,0.009309761,,,,
,,,,11261,-381.1713873412672,0.0,172,2621.3691,1987,1.1358615,-0.0015083551406860352,-0.029593488,383.4336287975311,5.56,0.013452747,,,,
,,,,12285,-386.66744083388085,0.0,201,2773.9224,2188,1.1251382,-0.00035190582275390625,-0.018094478,419.70790910720825,5.36,0.013258243,,,,
,,,,13311,-380.063398517747,0.0,201,2656.3008,2389,1.132533,-0.00022041797637939453,-0.017444894,455.81177973747253,4.94,0.010555575,,,,
,,,,14331,-386.1338381175157,0.0,200,7504.7373,2589,1.125718,-1.2993812561035156e-05,-0.021966167,492.57352089881897,4.86,0.021568915,,,,
,,,,15360,-386.6068298437331,0.0,198,3234.3228,2787,1.1245565,-9.66787338256836e-05,-0.01581898,528.9634356498718,4.88,0.01825775,,,,
,,,,16382,-378.40430751395866,0.0,205,4351.815,2992,1.1211928,-1.0013580322265625e-05,-0.018924275,566.3928401470184,5.19,0.010970352,,,,
,,,,17408,-379.1379136635262,0.0,205,3327.0046,3197,1.1171913,-4.2438507080078125e-05,-0.01913286,603.4858779907227,5.26,0.014170119,,,,
,,,,18432,-380.1165361970226,0.0,201,1433.5778,3398,1.1101904,-0.00040328502655029297,-0.02317082,640.4284965991974,4.94,0.013988393,,,,
,,,,19454,-377.9367331446247,0.0,169,1210.6514,3567,1.1031293,0.00024276971817016602,-0.035796583,670.8105909824371,5.19,0.01719829,,,,
,,,,20478,-381.8469857919925,0.0,195,977.76953,3762,1.0875806,-0.0006145238876342773,-0.031139636,706.4259066581726,5.65,0.012011295,,,,
,,,,21503,-376.16210019496174,0.0,212,1929.8885,3974,1.0843323,-0.0001323223114013672,-0.015576956,744.2499737739563,4.88,0.010610594,,,,
,,,,22527,-384.9428370355012,0.0,222,1350.9999,4196,1.0804585,-0.00018918514251708984,-0.018743392,783.6632633209229,4.71,0.013642229,,,,
,,,,23550,-377.03630214774597,0.0,206,852.5619,4402,1.0893888,-0.00017082691192626953,-0.023645371,820.1927723884583,5.0,0.012992025,,,,
,,,,24573,-375.024937512524,0.0,217,540.708,4619,1.078952,-0.0014520883560180664,-0.036147036,858.3089590072632,4.7,0.014567322,,,,
,,,,25597,-374.8335301281451,0.0,204,715.00574,4823,1.0715467,-0.0003534555435180664,-0.028756667,894.7360458374023,4.68,0.017178968,,,,
,,,,26619,-376.54167261356474,0.0,215,2532.5337,5038,1.056259,-1.800060272216797e-05,-0.020944899,932.1776778697968,4.99,0.012322571,,,,
,,,,27645,-381.32646717076096,0.0,185,427.656,5223,1.043248,-0.0013070106506347656,-0.037136137,964.0184674263,5.78,0.014139443,,,,
,,,,28670,-380.6178481969435,0.0,208,2467.6152,5431,1.0518712,-3.0279159545898438e-05,-0.021935482,1000.0390710830688,4.56,0.015880506,,,,
,,,,29696,-377.74006938605794,0.0,214,467.51392,5645,1.0491409,-0.00040078163146972656,-0.019549463,1036.5646958351135,4.66,0.016551962,,,,
,,,,30717,-380.87091955659855,0.0,186,1502.0714,5831,1.0468216,-2.5391578674316406e-05,-0.015483674,1068.1460599899292,5.65,0.01044451,,,,
,,,,,,,,,,,,,,,,0.0,0.0,False,0.0013266998341625207
,,,,508,-375.748889961412,,105,,105,,,,18.218193769454956,4.84,,0.0,,,
,,,,1021,-381.3451830499864,,108,,213,,,,36.961586713790894,4.69,,0.0,,,
,,,,1532,-376.76206437096835,,101,,314,,,,54.21368455886841,5.02,,0.0,,,
,,,,2047,-379.2530263349152,,116,,430,,,,73.78504586219788,4.39,,0.0,,,
,,,,2557,-382.8549880134457,,102,,532,,,,91.15068030357361,4.94,,0.0,,,
,,,,1020,-384.03112821825505,0.0,217,3560.2422,217,1.0501786,0.0,-0.019321844,37.928128480911255,4.58,0.015054942,,,,
,,,,2044,-378.3989113594282,0.0,215,1899.887,432,1.0486363,-5.888938903808594e-05,-0.018338736,75.06479001045227,4.27,0.015198793,,,,
,,,,3069,-384.97097851489605,0.0,184,777.38684,616,1.0607003,-0.00011897087097167969,-0.025557427,105.53571724891663,5.38,0.012663158,,,,
,,,,4095,-384.7257815690529,0.0,219,3770.1235,835,1.0487556,-3.0994415283203125e-05,-0.020019263,142.40899538993835,4.71,0.030555535,,,,
,,,,5118,-378.19676379493,0.0,219,3776.612,1054,1.0375654,-2.2649765014648438e-05,-0.021292303,179.41527009010315,4.75,0.014875189,,,,
,,,,6144,-378.72404317589337,0.0,211,400.27005,1265,1.0273083,-0.0003625154495239258,-0.019457296,215.0356411933899,4.86,0.0071013924,,,,
,,,,7166,-388.0886063515772,0.0,206,1420.401,1471,1.0223505,-7.152557373046875e-06,-0.01936305,250.06046891212463,4.73,0.012364194,,,,
,,,,8192,-379.92183023843506,0.0,210,899.5886,1681,1.0268652,-8.797645568847656e-05,-0.021830423,285.4521939754486,4.98,0.017489797,,,,
,,,,9213,-382.6374231712096,0.0,218,4900.199,1899,1.0244772,-1.5497207641601562e-06,-0.020989165,322.42693161964417,4.92,0.012959579,,,,
,,,,10239,-391.3783790205499,0.0,240,6507.539,2139,1.0217305,-5.245208740234375e-06,-0.02506776,361.74049186706543,4.25,0.020304931,,,,
,,,,11259,-388.70925371233324,0.0,192,1847.838,2331,1.0199623,-0.0001119375228881836,-0.022091972,393.4176239967346,5.92,0.009589908,,,,
,,,,12286,-382.0972608326647,0.0,200,1682.2155,2531,1.0137833,2.473592758178711e-05,-0.019549299,427.0345685482025,4.89,0.012670794,,,,
,,,,13311,-382.4053070625237,0.0,213,3985.3208,2744,1.0093462,1.5735626220703125e-05,-0.022631954,462.6257827281952,4.89,0.015120617,,,,
,,,,14335,-373.66081276753516,0.0,217,3293.936,2961,1.0060722,-2.1696090698242188e-05,-0.020019613,498.8057577610016,4.6,0.01089253,,,,
,,,,15354,-383.2511176023673,0.0,180,1892.06,3141,1.0092776,-4.76837158203125e-07,-0.021557588,527.7208671569824,6.17,0.01300174,,,,
,,,,16383,-381.2183239348163,0.0,220,896.0796,3361,1.0115321,-4.172325134277344e-06,-0.018940743,563.8466820716858,4.71,0.022662444,,,,
,,,,17405,-387.2940441390398,0.0,227,5967.2725,3588,1.015825,3.0994415283203125e-06,-0.02697276,601.2330958843231,4.67,0.022875559,,,,
,,,,18432,-386.87939230600466,0.0,213,1691.625,3801,1.0190133,8.32676887512207e-05,-0.020868413,636.7288126945496,4.6,0.015342985,,,,
,,,,19455,-405.1698962240045,0.0,237,9300.351,4038,1.0208703,2.574920654296875e-05,-0.031294227,676.2275769710541,4.26,0.027384898,,,,
,,,,20479,-393.0233265263321,0.0,185,2138.5745,4223,1.0201148,-4.279613494873047e-05,-0.019460998,706.177485704422,5.52,0.014641309,,,,
,,,,21502,-389.5859313485317,0.0,221,4698.472,4444,1.0117912,-0.034732818603515625,-0.024792712,742.1698443889618,4.47,0.03380531,,,,
,,,,22527,-417.29182346113237,0.0,231,13771.817,4675,1.0130683,6.03795051574707e-05,-0.028506706,780.2507724761963,4.09,0.017023869,,,,
,,,,23548,-400.39148061262097,0.0,228,8368.104,4903,1.0207767,-0.00013697147369384766,-0.030163057,817.2721605300903,4.61,0.021011641,,,,
,,,,24575,-389.64648383734385,0.0,220,1692.0074,5123,1.0325773,-1.5854835510253906e-05,-0.023564637,852.957658290863,4.5,0.014111255,,,,
,,,,25597,-411.57609878835837,0.0,215,7447.165,5338,1.0226096,2.8014183044433594e-06,-0.028779222,888.6617314815521,4.75,0.022826692,,,,
,,,,26620,-388.60210009119095,0.0,222,4112.1987,5560,1.0267154,5.6803226470947266e-05,-0.022733796,924.6695954799652,4.9,0.022465076,,,,
,,,,27648,-388.7975485347724,0.0,200,5925.0503,5760,1.0235071,5.602836608886719e-06,-0.025212804,956.8716173171997,4.39,0.015730457,,,,
,,,,28671,-395.24270980850923,0.0,209,4564.9443,5969,1.0151063,4.172325134277344e-07,-0.026738983,989.9899506568909,5.46,0.028921576,,,,
,,,,29695,-396.4116974051551,0.0,215,3040.295,6184,1.0193204,-0.0001691579818725586,-0.024013286,1024.5424840450287,4.48,0.023878492,,,,
,,,,30717,-379.7721600612258,0.0,216,825.1146,6400,1.0008534,0.00013840198516845703,-0.024151122,1059.9658234119415,4.54,0.018649582,,,,
,,,,,,,,,,,,,,,,0.0,0.0,False,0.0013266998341625207
,,,,509,-385.4443812435248,,103,,103,,,,16.539377450942993,4.91,,0.0,,,
,,,,1023,-389.4712940225298,,113,,216,,,,34.59235596656799,4.53,,0.0,,,
,,,,1534,-384.4400974862845,,107,,323,,,,51.90517997741699,4.75,,0.0,,,
,,,,2048,-388.9079064069498,,114,,437,,,,70.21282529830933,4.4,,0.0,,,
,,,,2560,-380.27722295377066,,110,,547,,,,87.98577785491943,4.64,,0.0,,,
